,sessionId,isAI,expName,generation,trialIdx,trialType,networkId,score,maxLevelReached,myopic_score,ai_score
0,6422d978aff8868105633828,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
1,6422d978aff8868105633828,True,rn-iii-pilot-3B,0,0.0,individual,ee03606912fff2d5496ca438ddf0e182,1050.0,4.0,600.0,1050.0
2,6422d978aff8868105633828,True,rn-iii-pilot-3B,0,1.0,individual,b06e63e23be6e795171cc39de5f68b04,1050.0,4.0,1200.0,1050.0
3,6422d978aff8868105633828,True,rn-iii-pilot-3B,0,2.0,individual,cb226a27079683c5a81e7c73450fd1d7,850.0,4.0,800.0,850.0
4,6422d978aff8868105633828,True,rn-iii-pilot-3B,0,3.0,individual,bbd3fb74933edbeb8aee7fb3ead010ec,1250.0,4.0,800.0,1250.0
5,6422d978aff8868105633828,True,rn-iii-pilot-3B,0,4.0,demonstration,6432e2a0cd8bcd98e8be048855473b47,850.0,4.0,600.0,850.0
6,6422d978aff8868105633828,True,rn-iii-pilot-3B,0,5.0,demonstration,3706dc98663f54690dbb9ea5c694ba5c,1450.0,4.0,1100.0,1450.0
7,6422d978aff8868105633829,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
8,6422d978aff8868105633829,True,rn-iii-pilot-3B,0,0.0,individual,d9451cef34c0ebdf2f7a33bce29b3202,850.0,4.0,0.0,850.0
9,6422d978aff8868105633829,True,rn-iii-pilot-3B,0,1.0,individual,8ba5f580d653e399e58495c3c610b08b,1250.0,4.0,450.0,1250.0
10,6422d978aff8868105633829,True,rn-iii-pilot-3B,0,2.0,individual,cad515571305d6506c6e50720e2e192a,1250.0,4.0,1000.0,1250.0
11,6422d978aff8868105633829,True,rn-iii-pilot-3B,0,3.0,individual,c2d4da6eb07a01eb7dd89ae44c1b7250,1650.0,4.0,600.0,1650.0
12,6422d978aff8868105633829,True,rn-iii-pilot-3B,0,4.0,demonstration,975ea289a849aed45e6c4ac4a9cad8e9,1450.0,4.0,1600.0,1450.0
13,6422d978aff8868105633829,True,rn-iii-pilot-3B,0,5.0,demonstration,ffac4c7b6e9a1d6afaa0d18b45bd17a4,1250.0,4.0,550.0,1250.0
14,6422d978aff886810563382a,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
15,6422d978aff886810563382a,True,rn-iii-pilot-3B,0,0.0,individual,b6e257b52fe6bba6ca3f7249c3339eac,1250.0,4.0,1400.0,1250.0
16,6422d978aff886810563382a,True,rn-iii-pilot-3B,0,1.0,individual,11d7b4994b6e5b3a588d9970e11dba47,1250.0,4.0,700.0,1250.0
17,6422d978aff886810563382a,True,rn-iii-pilot-3B,0,2.0,individual,96ff1a5831027d31543c7d8c187b9822,850.0,4.0,1200.0,850.0
18,6422d978aff886810563382a,True,rn-iii-pilot-3B,0,3.0,individual,ff0f703dfe1d882c5ad406968b364400,1250.0,4.0,400.0,1250.0
19,6422d978aff886810563382a,True,rn-iii-pilot-3B,0,4.0,demonstration,51edc36de506ff346ed262c1081554eb,1450.0,4.0,800.0,1450.0
20,6422d978aff886810563382a,True,rn-iii-pilot-3B,0,5.0,demonstration,31d35353bbfefdb5c7596273e9615d25,1250.0,4.0,1000.0,1250.0
21,6422d978aff886810563382b,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
22,6422d978aff886810563382b,True,rn-iii-pilot-3B,0,0.0,individual,416dfebe38d4ccb52c5210b0485d82da,200.0,0.0,200.0,1650.0
23,6422d978aff886810563382b,True,rn-iii-pilot-3B,0,1.0,individual,14c27a6bdd1681de4813a8d1b7960709,850.0,1.0,850.0,850.0
24,6422d978aff886810563382b,True,rn-iii-pilot-3B,0,2.0,individual,0e383ba5dd103f07ad32c51ccb346e5d,650.0,1.0,650.0,1650.0
25,6422d978aff886810563382b,True,rn-iii-pilot-3B,0,3.0,individual,fe2ed12a1837bfa36872c2e6d233b37e,1200.0,0.0,1200.0,1150.0
26,6422d978aff886810563382b,True,rn-iii-pilot-3B,0,4.0,demonstration,b67d3090c1cf284e66d9921a9b918e24,700.0,0.0,700.0,1650.0
27,6422d978aff886810563382b,True,rn-iii-pilot-3B,0,5.0,demonstration,8495c7f568c413d28d0f138185d9a12c,1200.0,0.0,1200.0,1050.0
28,6422d978aff886810563382c,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
29,6422d978aff886810563382c,True,rn-iii-pilot-3B,0,0.0,individual,c657293f36177bce1c57f41c2a44a9f8,100.0,1.0,100.0,850.0
30,6422d978aff886810563382c,True,rn-iii-pilot-3B,0,1.0,individual,1d2a26aa2efce369aa0679e5a50d06a6,800.0,0.0,800.0,1050.0
31,6422d978aff886810563382c,True,rn-iii-pilot-3B,0,2.0,individual,bfcc69d01d5b86958dcebec85f7b2e5e,-150.0,1.0,-150.0,1250.0
32,6422d978aff886810563382c,True,rn-iii-pilot-3B,0,3.0,individual,2dc253beab735bac9efdec73bd49cb89,400.0,0.0,400.0,1150.0
33,6422d978aff886810563382c,True,rn-iii-pilot-3B,0,4.0,demonstration,e3108a52b2badae980afc815b7277eb8,0.0,0.0,0.0,1450.0
34,6422d978aff886810563382c,True,rn-iii-pilot-3B,0,5.0,demonstration,dfae8f381c69dc91a7c5beea75e45a89,1200.0,0.0,1200.0,1050.0
35,6422d978aff886810563382d,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
36,6422d978aff886810563382d,True,rn-iii-pilot-3B,0,0.0,individual,f9cce323131f616fe109f01ff90d19a7,1000.0,0.0,1000.0,1250.0
37,6422d978aff886810563382d,True,rn-iii-pilot-3B,0,1.0,individual,7e9030d68efca4293d838c4d9e23ea38,800.0,0.0,800.0,1050.0
38,6422d978aff886810563382d,True,rn-iii-pilot-3B,0,2.0,individual,5df173a54c1bdece6b9ff98eba4d3ee3,700.0,0.0,700.0,1250.0
39,6422d978aff886810563382d,True,rn-iii-pilot-3B,0,3.0,individual,77904613420735578615edf801ac29fc,1600.0,0.0,1600.0,850.0
40,6422d978aff886810563382d,True,rn-iii-pilot-3B,0,4.0,demonstration,5fd9c9cf29a7fc38afcdbc9cddb6e981,1000.0,0.0,1000.0,1250.0
41,6422d978aff886810563382d,True,rn-iii-pilot-3B,0,5.0,demonstration,a22ab606e22ff7ce3578d77f19e7279b,-100.0,1.0,-100.0,1650.0
42,6422d978aff886810563382e,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
43,6422d978aff886810563382e,True,rn-iii-pilot-3B,0,0.0,individual,a41452358603571b2f6b5313b2ce7efc,200.0,0.0,200.0,1050.0
44,6422d978aff886810563382e,True,rn-iii-pilot-3B,0,1.0,individual,23d16fdf4cb9deca91a583a061a98d9a,800.0,0.0,800.0,1350.0
45,6422d978aff886810563382e,True,rn-iii-pilot-3B,0,2.0,individual,5c06d059835a31d0a6f9af62bf68b4f1,1000.0,0.0,1000.0,1250.0
46,6422d978aff886810563382e,True,rn-iii-pilot-3B,0,3.0,individual,f7ccd13cfcc31ef0211479cfeaf0d751,1200.0,0.0,1200.0,1250.0
47,6422d978aff886810563382e,True,rn-iii-pilot-3B,0,4.0,demonstration,ccb7e210d700f0b9a3392515278135df,1200.0,0.0,1200.0,1050.0
48,6422d978aff886810563382e,True,rn-iii-pilot-3B,0,5.0,demonstration,26bce4936fb5f4d2d29e3d49680bb4c4,1000.0,0.0,1000.0,850.0
49,6422d978aff886810563382f,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
50,6422d978aff886810563382f,True,rn-iii-pilot-3B,0,0.0,individual,8dc7e06bc85704fe3dc78eaa92016510,800.0,0.0,800.0,850.0
51,6422d978aff886810563382f,True,rn-iii-pilot-3B,0,1.0,individual,6a493cdf77df9aff45db325d4a580d6d,1100.0,0.0,1100.0,1450.0
52,6422d978aff886810563382f,True,rn-iii-pilot-3B,0,2.0,individual,e54ec940dd9088551a481d9d2ac44145,800.0,0.0,800.0,1250.0
53,6422d978aff886810563382f,True,rn-iii-pilot-3B,0,3.0,individual,fe519fbb23b822118174bf02d28fb3f6,600.0,0.0,600.0,1250.0
54,6422d978aff886810563382f,True,rn-iii-pilot-3B,0,4.0,demonstration,772dadcc013c0b1c9d983020ef5d0b6e,1100.0,0.0,1100.0,1050.0
55,6422d978aff886810563382f,True,rn-iii-pilot-3B,0,5.0,demonstration,a8abfb1f3cd12a69ab0a2f01fddbc0f8,1200.0,0.0,1200.0,1450.0
56,6422d978aff8868105633830,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
57,6422d978aff8868105633830,True,rn-iii-pilot-3B,0,0.0,individual,4ec1918e493e473e860e1fd2d8ae6e03,400.0,0.0,400.0,1250.0
58,6422d978aff8868105633830,True,rn-iii-pilot-3B,0,1.0,individual,8d797ba460f85ab40492013e6e0107c4,300.0,0.0,300.0,1250.0
59,6422d978aff8868105633830,True,rn-iii-pilot-3B,0,2.0,individual,24650f022ecbde1aa4ed7653742aa7c6,1600.0,0.0,1600.0,1050.0
60,6422d978aff8868105633830,True,rn-iii-pilot-3B,0,3.0,individual,b8bce1e57a0a76f96bac5cfcddf9bdc3,1200.0,0.0,1200.0,1250.0
61,6422d978aff8868105633830,True,rn-iii-pilot-3B,0,4.0,demonstration,afab909b9f77314a0a0a0f8405cc5e31,1000.0,0.0,1000.0,1050.0
62,6422d978aff8868105633830,True,rn-iii-pilot-3B,0,5.0,demonstration,6006be3fb9b56d1b365041ce62ebc787,1000.0,0.0,1000.0,1250.0
63,6422d978aff8868105633831,True,rn-iii-pilot-3B,0,,try_yourself,,,,,
64,6422d978aff8868105633831,True,rn-iii-pilot-3B,0,0.0,individual,bb695c281dbc1168ea82dfd890f78998,500.0,0.0,500.0,850.0
65,6422d978aff8868105633831,True,rn-iii-pilot-3B,0,1.0,individual,1d1afb3aab7941b350518532ddfb51b3,1100.0,0.0,1100.0,1250.0
66,6422d978aff8868105633831,True,rn-iii-pilot-3B,0,2.0,individual,b64707e6ae24e23c36b41575ae323889,800.0,0.0,800.0,1450.0
67,6422d978aff8868105633831,True,rn-iii-pilot-3B,0,3.0,individual,f432227957631642b69be34ae45ba86b,1600.0,0.0,1600.0,1250.0
68,6422d978aff8868105633831,True,rn-iii-pilot-3B,0,4.0,demonstration,42f21d9512905fdee902b69795f3de35,600.0,0.0,600.0,1250.0
69,6422d978aff8868105633831,True,rn-iii-pilot-3B,0,5.0,demonstration,e8734b5b66bca9a8369582876f59eafe,800.0,0.0,800.0,1250.0
70,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,10.0,try_yourself,51edc36de506ff346ed262c1081554eb,800.0,0.0,800.0,1450.0
71,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,12.0,try_yourself,51edc36de506ff346ed262c1081554eb,1150.0,4.0,800.0,1450.0
72,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,13.0,try_yourself,31d35353bbfefdb5c7596273e9615d25,850.0,1.0,1000.0,1250.0
73,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,15.0,try_yourself,31d35353bbfefdb5c7596273e9615d25,1050.0,1.0,1000.0,1250.0
74,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,17.0,try_yourself,6432e2a0cd8bcd98e8be048855473b47,900.0,2.0,600.0,850.0
75,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,19.0,try_yourself,6432e2a0cd8bcd98e8be048855473b47,900.0,2.0,600.0,850.0
76,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,20.0,try_yourself,3706dc98663f54690dbb9ea5c694ba5c,1100.0,0.0,1100.0,1450.0
77,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,22.0,try_yourself,3706dc98663f54690dbb9ea5c694ba5c,800.0,1.0,1100.0,1450.0
78,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,4.0,individual,e9073951acef262498eac37b38155caf,900.0,2.0,1000.0,1150.0
79,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,5.0,individual,282a6cc7486e263d2b0fee9e3f1972f7,900.0,1.0,400.0,1050.0
80,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,24.0,individual,d34c336c4eb89dcdbf7822e604104c8d,650.0,1.0,800.0,1450.0
81,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,25.0,individual,effdef11328d73c3c5fb806e1f13adc1,950.0,4.0,1200.0,1250.0
82,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,26.0,individual,0f145ca3e4e5228d4e3449f685bb10b8,600.0,1.0,400.0,1250.0
83,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,27.0,individual,0bddb988344c63b517199423b95804e4,1500.0,0.0,1500.0,1650.0
84,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,29.0,demonstration,1851eca6c4e1cf00a08ae8ca8318e252,650.0,1.0,800.0,1050.0
85,6422d978aff8868105633832,False,rn-iii-pilot-3B,1,30.0,demonstration,dfa200ad4c7fba141f3560310557f63f,1200.0,0.0,1200.0,1250.0
86,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,10.0,try_yourself,975ea289a849aed45e6c4ac4a9cad8e9,350.0,4.0,1600.0,1450.0
87,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,12.0,try_yourself,975ea289a849aed45e6c4ac4a9cad8e9,1250.0,4.0,1600.0,1450.0
88,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,13.0,try_yourself,ffac4c7b6e9a1d6afaa0d18b45bd17a4,600.0,4.0,550.0,1250.0
89,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,15.0,try_yourself,ffac4c7b6e9a1d6afaa0d18b45bd17a4,1250.0,4.0,550.0,1250.0
90,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,17.0,try_yourself,772dadcc013c0b1c9d983020ef5d0b6e,600.0,1.0,1100.0,1050.0
91,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,19.0,try_yourself,772dadcc013c0b1c9d983020ef5d0b6e,1100.0,0.0,1100.0,1050.0
92,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,20.0,try_yourself,a8abfb1f3cd12a69ab0a2f01fddbc0f8,850.0,4.0,1200.0,1450.0
93,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,22.0,try_yourself,a8abfb1f3cd12a69ab0a2f01fddbc0f8,1200.0,0.0,1200.0,1450.0
94,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,4.0,individual,5d7c38f6314a4ad3ae28ea51f832d6b5,-350.0,1.0,900.0,1250.0
95,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,5.0,individual,ef6faa2a7b3212e04fdf1a319b796812,600.0,4.0,650.0,1250.0
96,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,24.0,individual,23eec9f49d5651260877a2b0f926979a,1200.0,0.0,1200.0,1250.0
97,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,25.0,individual,268b96a55e3092c64316ab7dcb993406,700.0,1.0,600.0,1050.0
98,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,26.0,individual,fbb1ccf568906e9b36f2f0dce5fe5d9f,700.0,4.0,500.0,1450.0
99,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,27.0,individual,91cdbb8e2f9597586478fa053981cb26,1200.0,0.0,1000.0,1250.0
100,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,29.0,demonstration,28aacb8e9eff3a3e549c477497a0a57b,1300.0,0.0,1300.0,1250.0
101,6422d978aff8868105633833,False,rn-iii-pilot-3B,1,30.0,demonstration,0a400e3d360694b0d15eb670d0cbf4a3,300.0,2.0,200.0,1050.0
102,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,10.0,try_yourself,975ea289a849aed45e6c4ac4a9cad8e9,1050.0,4.0,1600.0,1450.0
103,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,12.0,try_yourself,975ea289a849aed45e6c4ac4a9cad8e9,1150.0,1.0,1600.0,1450.0
104,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,13.0,try_yourself,ffac4c7b6e9a1d6afaa0d18b45bd17a4,600.0,2.0,550.0,1250.0
105,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,15.0,try_yourself,ffac4c7b6e9a1d6afaa0d18b45bd17a4,450.0,2.0,550.0,1250.0
106,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,17.0,try_yourself,42f21d9512905fdee902b69795f3de35,850.0,4.0,600.0,1250.0
107,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,19.0,try_yourself,42f21d9512905fdee902b69795f3de35,850.0,4.0,600.0,1250.0
108,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,20.0,try_yourself,e8734b5b66bca9a8369582876f59eafe,750.0,2.0,800.0,1250.0
109,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,22.0,try_yourself,e8734b5b66bca9a8369582876f59eafe,600.0,2.0,800.0,1250.0
110,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,4.0,individual,dd33e76ce36532d66d6ae40164cc2235,750.0,2.0,1300.0,1250.0
111,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,5.0,individual,03d27900534c8d5cf45d608815e61639,950.0,4.0,1200.0,1250.0
112,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,24.0,individual,dc8cf713b9c5aed18e6e65c78884ece4,1250.0,4.0,800.0,1250.0
113,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,25.0,individual,d4329f9d09e26255b7558ae1bb3500f4,600.0,4.0,400.0,1450.0
114,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,26.0,individual,d0a1983cf5a191aeae23939165dc3c67,800.0,2.0,300.0,1050.0
115,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,27.0,individual,ba32ac7f7714b924c1e4b44004b4c273,500.0,2.0,1200.0,1450.0
116,6422d978aff8868105633834,False,rn-iii-pilot-3B,1,29.0,demonstration,84aa64ecc9b04318af3e98f965f9b897,350.0,2.0,400.0,1450.0
